,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
2528,-10.0,65,6.5,53.0,overcast,980.77,0,Winter,4.0,mountain,Snowy
12775,4.0,65,4.0,51.0,partly cloudy,993.16,1,Winter,1.5,inland,Snowy
475,13.0,65,6.5,86.0,cloudy,899.08,6,Autumn,19.0,inland,Snowy
1187,28.0,65,0.5,16.0,partly cloudy,1027.22,11,Autumn,8.0,inland,Sunny
7181,1.0,65,4.5,73.0,overcast,983.23,1,Winter,2.0,inland,Snowy
11723,10.0,65,10.5,21.0,partly cloudy,1003.93,2,Spring,5.5,coastal,Cloudy
364,25.0,65,7.0,0.0,clear,1014.06,10,Winter,5.0,coastal,Sunny
7190,30.0,65,16.5,73.0,overcast,994.36,1,Winter,3.0,inland,Rainy
12764,22.0,65,6.0,12.0,partly cloudy,1016.64,2,Winter,6.0,inland,Cloudy
6773,21.0,65,10.0,32.0,partly cloudy,1010.16,2,Summer,7.0,inland,Cloudy
8666,1.0,65,3.0,96.0,overcast,982.07,0,Winter,1.5,mountain,Snowy
255,14.0,65,6.5,26.0,partly cloudy,1019.03,1,Autumn,6.5,coastal,Cloudy
12983,22.0,65,10.0,37.0,partly cloudy,1004.21,4,Spring,6.0,inland,Cloudy
11573,38.0,65,1.0,5.0,clear,1012.34,5,Winter,8.0,inland,Sunny
9234,-9.0,65,4.0,86.0,overcast,980.51,0,Winter,2.5,mountain,Snowy
12048,25.0,65,18.5,93.0,overcast,1009.53,3,Spring,1.5,inland,Rainy
1938,20.0,65,3.0,4.0,clear,1013.44,7,Spring,6.0,coastal,Sunny
7877,13.0,65,13.0,36.0,overcast,1019.47,1,Winter,8.5,coastal,Cloudy
12976,-2.0,65,8.5,54.0,overcast,986.2,0,Winter,3.5,mountain,Snowy
5270,10.0,65,14.0,49.0,partly cloudy,1015.78,3,Spring,8.5,inland,Cloudy
3890,31.0,65,5.5,61.0,overcast,990.46,0,Winter,3.5,coastal,Rainy
12975,23.0,65,13.5,49.0,overcast,1014.47,1,Winter,7.5,mountain,Cloudy
4301,17.0,65,12.0,42.0,partly cloudy,1005.63,2,Spring,7.0,mountain,Cloudy
8780,-9.0,65,12.5,55.0,partly cloudy,986.77,1,Winter,1.5,mountain,Snowy
1965,44.0,65,3.0,19.0,partly cloudy,1023.68,5,Spring,8.0,coastal,Sunny
10771,18.0,65,17.0,87.0,overcast,1016.7,1,Spring,2.0,coastal,Rainy
2716,-3.0,65,2.0,18.0,cloudy,1189.9,6,Summer,18.0,coastal,Cloudy
10767,15.0,65,7.0,70.0,overcast,1018.91,0,Autumn,2.0,coastal,Rainy
6587,18.0,65,9.5,83.0,overcast,1016.84,1,Summer,2.5,coastal,Rainy
1990,30.0,65,12.5,88.0,overcast,996.55,1,Autumn,3.5,inland,Rainy
12323,4.0,65,4.0,74.0,partly cloudy,995.43,0,Winter,5.0,inland,Snowy
6597,-8.0,65,7.0,90.0,partly cloudy,990.02,0,Winter,2.0,inland,Snowy
5212,-10.0,65,5.5,88.0,overcast,987.23,1,Winter,1.5,mountain,Snowy
6610,16.0,65,12.5,27.0,cloudy,1146.34,8,Winter,15.0,inland,Rainy
2737,-17.0,65,1.5,30.0,cloudy,822.07,7,Autumn,3.0,inland,Sunny
5304,12.0,65,9.0,70.0,partly cloudy,1000.52,0,Summer,2.5,coastal,Rainy
200,28.0,65,13.5,48.0,partly cloudy,1013.19,4,Summer,5.5,mountain,Cloudy
6465,19.0,65,7.5,39.0,partly cloudy,1009.88,4,Summer,7.0,mountain,Cloudy
9816,34.0,65,5.0,21.0,overcast,1017.51,2,Summer,5.0,inland,Cloudy
2769,-2.0,65,17.0,96.0,partly cloudy,988.85,1,Winter,2.5,inland,Snowy
729,30.0,65,10.0,67.0,overcast,1001.1,2,Spring,3.5,mountain,Rainy
13027,10.0,65,0.0,44.0,overcast,1010.1,1,Winter,8.5,mountain,Cloudy
6361,34.0,65,11.0,74.0,partly cloudy,1013.38,3,Autumn,3.5,coastal,Rainy
3909,-2.0,65,4.5,62.0,partly cloudy,993.09,0,Winter,3.0,inland,Snowy
6378,11.0,65,4.5,39.0,overcast,1010.86,4,Autumn,7.5,coastal,Cloudy
2761,10.0,65,12.0,42.0,partly cloudy,1008.82,4,Spring,5.0,coastal,Cloudy
1314,27.0,65,6.5,84.0,partly cloudy,1010.16,1,Spring,2.0,mountain,Rainy
8836,32.0,65,5.0,60.0,overcast,1184.26,8,Spring,0.5,coastal,Rainy
9842,-4.0,65,8.0,56.0,overcast,982.34,0,Winter,2.0,inland,Snowy
11927,11.0,65,14.5,65.0,overcast,1009.85,3,Autumn,1.5,inland,Rainy
9213,-3.0,65,10.0,81.0,overcast,997.43,1,Winter,1.0,mountain,Snowy
1871,11.0,65,9.5,92.0,overcast,1012.44,1,Summer,2.5,inland,Rainy
3903,24.0,65,8.5,26.0,partly cloudy,1012.1,3,Summer,8.5,mountain,Cloudy
10877,-5.0,65,12.0,60.0,partly cloudy,969.74,3,Spring,1.0,coastal,Sunny
8823,32.0,65,8.0,86.0,partly cloudy,1011.58,0,Summer,1.5,mountain,Rainy
13000,-6.0,65,6.0,85.0,overcast,980.58,0,Winter,2.0,mountain,Snowy
9854,22.0,65,0.0,14.0,clear,1027.39,9,Winter,5.5,mountain,Sunny
11862,12.0,65,5.0,33.0,overcast,1160.85,12,Autumn,18.5,coastal,Sunny
6463,3.0,65,19.5,78.0,overcast,981.31,1,Winter,1.5,mountain,Snowy
12945,15.0,65,15.0,81.0,overcast,1012.43,1,Autumn,5.0,mountain,Rainy
5257,-8.0,65,3.5,94.0,overcast,991.52,0,Winter,3.0,mountain,Snowy
10726,15.0,65,7.0,12.0,partly cloudy,1016.31,2,Winter,9.0,coastal,Cloudy
9573,25.0,65,11.5,38.0,partly cloudy,1018.0,3,Autumn,6.5,mountain,Cloudy
4239,-3.0,65,6.0,52.0,overcast,992.2,0,Winter,3.0,mountain,Snowy
2076,26.0,65,2.0,36.0,partly cloudy,1018.65,3,Autumn,6.0,inland,Cloudy
5154,24.0,65,7.0,1.0,clear,1023.26,7,Autumn,8.0,inland,Sunny
4236,-8.0,65,2.5,72.0,partly cloudy,984.84,0,Winter,4.0,inland,Snowy
2680,17.0,65,6.0,98.0,overcast,1013.45,2,Spring,3.0,coastal,Rainy
961,21.0,65,5.0,7.0,clear,1017.57,9,Winter,7.0,mountain,Sunny
9289,7.0,65,15.0,83.0,overcast,1099.14,9,Summer,11.0,inland,Sunny
10654,23.0,65,3.0,4.0,partly cloudy,1024.1,7,Spring,5.5,inland,Sunny
4233,33.0,65,6.0,3.0,clear,1027.54,7,Spring,5.5,mountain,Sunny
6702,30.0,65,11.0,29.0,partly cloudy,1014.34,3,Autumn,8.5,coastal,Cloudy
2039,15.0,65,0.0,49.0,partly cloudy,1011.26,1,Summer,8.5,coastal,Cloudy
6672,22.0,65,5.5,30.0,overcast,1009.09,1,Summer,7.5,mountain,Cloudy
4232,33.0,65,13.5,84.0,partly cloudy,992.87,2,Autumn,2.5,mountain,Rainy
3874,4.0,65,1.0,61.0,cloudy,1135.33,1,Autumn,13.5,mountain,Snowy
3612,-9.0,65,7.0,67.0,overcast,990.43,1,Winter,4.0,inland,Snowy
8732,16.0,65,6.5,22.0,overcast,1018.28,1,Winter,7.5,inland,Cloudy
12037,18.0,65,8.0,10.0,cloudy,803.84,11,Winter,16.0,inland,Snowy
2053,13.0,65,6.5,87.0,overcast,1015.51,3,Winter,5.0,coastal,Rainy
4299,25.0,65,18.0,72.0,overcast,1000.77,1,Summer,4.5,mountain,Rainy
4230,22.0,65,6.0,26.0,partly cloudy,1010.9,3,Summer,6.0,inland,Cloudy
5130,-1.0,65,15.5,64.0,overcast,981.2,1,Winter,1.5,mountain,Snowy
12920,34.0,65,1.5,14.0,clear,1028.11,11,Summer,5.5,coastal,Sunny
11634,-1.0,65,7.0,84.0,overcast,994.38,0,Winter,1.0,mountain,Snowy
964,22.0,65,6.0,6.0,clear,1010.58,5,Spring,5.5,coastal,Sunny
11823,2.0,65,1.5,54.0,partly cloudy,998.64,1,Winter,3.5,mountain,Snowy
5166,11.0,65,6.0,76.0,partly cloudy,1001.26,0,Autumn,4.5,mountain,Rainy
2021,-9.0,65,13.5,85.0,partly cloudy,986.87,1,Winter,2.0,mountain,Snowy
9955,41.0,65,3.0,9.0,clear,1021.47,5,Winter,7.5,inland,Sunny
5117,-6.0,65,11.5,87.0,overcast,990.95,1,Winter,4.0,inland,Snowy
8542,30.0,64,14.0,25.0,overcast,1005.25,3,Winter,5.5,inland,Cloudy
3641,12.0,64,9.0,14.0,partly cloudy,1015.82,2,Winter,8.0,inland,Cloudy
9020,39.0,64,6.5,21.0,overcast,1171.19,8,Summer,11.5,coastal,Cloudy
8529,0.0,64,8.5,75.0,overcast,988.73,0,Winter,2.0,mountain,Snowy
9501,42.0,64,4.0,13.0,clear,1027.25,10,Spring,10.0,inland,Sunny
3477,25.0,64,6.0,34.0,partly cloudy,1004.09,1,Autumn,7.0,mountain,Cloudy
5801,28.0,64,1.0,39.0,partly cloudy,1007.18,3,Winter,5.0,inland,Cloudy
3745,-10.0,64,2.0,81.0,overcast,980.73,0,Winter,4.0,mountain,Snowy
3969,18.0,64,16.5,92.0,overcast,990.52,0,Winter,3.0,coastal,Rainy
9341,35.0,64,3.5,5.0,clear,1019.68,7,Summer,7.5,inland,Sunny
3021,26.0,64,10.5,40.0,overcast,1015.27,3,Spring,6.0,mountain,Cloudy
9201,-10.0,64,9.5,50.0,overcast,992.45,1,Winter,3.5,mountain,Snowy
9631,23.0,64,1.0,5.0,clear,1013.38,6,Autumn,7.5,coastal,Sunny
12109,27.0,64,8.0,84.0,partly cloudy,1005.59,0,Summer,3.5,coastal,Rainy
1005,-10.0,64,18.0,61.0,overcast,984.77,0,Winter,2.0,mountain,Snowy
3037,1.0,64,2.0,61.0,overcast,982.34,1,Winter,4.5,mountain,Snowy
3505,32.0,64,15.5,96.0,overcast,1019.47,0,Autumn,3.5,mountain,Rainy
2908,30.0,64,0.5,17.0,overcast,1007.7,4,Winter,6.0,inland,Cloudy
9043,30.0,64,10.0,27.0,overcast,1006.29,3,Winter,5.0,coastal,Cloudy
8475,3.0,64,2.0,95.0,overcast,999.27,0,Winter,4.5,mountain,Snowy
3907,1.0,64,6.5,63.0,overcast,993.53,1,Winter,3.5,inland,Snowy
9443,30.0,64,4.0,16.0,partly cloudy,1016.96,9,Spring,7.5,coastal,Sunny
8824,26.0,64,0.0,9.0,partly cloudy,1011.38,10,Autumn,8.0,mountain,Sunny
3346,30.0,64,8.0,91.0,overcast,1016.11,0,Autumn,3.0,coastal,Rainy
8300,22.0,64,2.5,16.0,clear,1018.52,9,Winter,7.5,inland,Sunny
3586,-4.0,64,20.0,62.0,overcast,998.18,0,Winter,2.5,mountain,Snowy
11989,-10.0,64,4.0,96.0,overcast,996.15,1,Winter,2.5,mountain,Snowy
3075,31.0,64,15.0,81.0,overcast,1002.87,3,Winter,2.0,mountain,Rainy
3456,21.0,64,8.5,80.0,overcast,1008.45,0,Spring,2.0,inland,Rainy
3241,23.0,64,8.0,0.0,partly cloudy,1015.84,5,Summer,9.0,inland,Sunny
786,25.0,64,11.5,58.0,overcast,1015.31,2,Spring,3.5,coastal,Rainy
9550,16.0,64,3.0,87.0,partly cloudy,1109.78,14,Summer,3.0,mountain,Sunny
2902,20.0,64,5.0,45.0,overcast,1010.56,3,Winter,5.5,inland,Cloudy
3886,26.0,64,2.5,26.0,partly cloudy,1004.98,4,Summer,7.5,mountain,Cloudy
9166,-1.0,64,4.0,60.0,overcast,980.84,1,Winter,3.0,mountain,Snowy
3697,38.0,64,9.5,19.0,clear,1018.96,5,Autumn,6.0,coastal,Sunny
8246,-10.0,64,17.0,74.0,overcast,995.24,0,Winter,1.5,mountain,Snowy
9585,29.0,64,9.0,55.0,overcast,999.3,2,Winter,3.5,coastal,Rainy
9401,28.0,64,2.5,17.0,partly cloudy,1013.27,1,Autumn,6.0,inland,Cloudy
3453,3.0,64,2.5,78.0,overcast,989.12,1,Winter,2.0,inland,Snowy
8596,27.0,64,14.0,68.0,partly cloudy,991.5,0,Summer,3.5,coastal,Rainy
8411,10.0,64,10.0,27.0,partly cloudy,1013.33,1,Summer,8.5,inland,Cloudy
12248,27.0,64,6.5,16.0,overcast,1004.15,1,Summer,7.0,mountain,Cloudy
3688,3.0,64,0.0,96.0,overcast,989.42,0,Winter,2.0,inland,Snowy
9645,32.0,64,6.0,86.0,overcast,1007.86,0,Autumn,3.0,coastal,Rainy
8785,16.0,64,8.0,97.0,overcast,1013.68,3,Summer,1.5,inland,Rainy
9664,36.0,64,6.5,19.0,partly cloudy,1021.82,10,Winter,9.0,coastal,Sunny
1021,14.0,64,5.0,47.0,overcast,1017.75,3,Summer,6.0,mountain,Cloudy
9092,15.0,64,17.0,96.0,overcast,1009.87,3,Summer,3.0,mountain,Rainy
11925,37.0,64,8.5,15.0,partly cloudy,1014.54,9,Spring,7.0,coastal,Sunny
8551,12.0,64,11.0,29.0,partly cloudy,1015.4,1,Winter,6.0,mountain,Cloudy
8814,-3.0,64,9.5,60.0,overcast,996.76,0,Winter,3.5,mountain,Snowy
8735,34.0,64,7.0,77.0,partly cloudy,990.5,2,Winter,2.5,mountain,Rainy
12196,41.0,64,7.5,23.0,cloudy,1028.04,10,Spring,9.5,inland,Snowy
8962,-6.0,64,7.0,75.0,overcast,993.21,0,Winter,4.0,mountain,Snowy
9284,21.0,64,20.0,67.0,partly cloudy,1019.44,1,Autumn,2.5,inland,Rainy
9411,34.0,64,4.5,3.0,clear,1018.92,9,Spring,7.0,coastal,Sunny
8566,34.0,64,8.0,30.0,overcast,1018.0,1,Spring,7.0,coastal,Cloudy
3549,19.0,64,5.5,27.0,partly cloudy,1003.31,2,Autumn,8.0,inland,Cloudy
3174,11.0,64,7.5,58.0,partly cloudy,984.15,0,Winter,0.5,inland,Sunny
8263,4.0,64,13.5,72.0,overcast,986.69,0,Winter,2.5,inland,Snowy
8639,-8.0,64,16.0,97.0,overcast,988.12,0,Winter,4.5,inland,Snowy
8786,-6.0,64,6.5,51.0,overcast,989.29,1,Winter,4.0,inland,Snowy
3283,12.0,64,10.5,68.0,overcast,1007.82,0,Winter,3.0,mountain,Rainy
9677,37.0,64,1.5,9.0,partly cloudy,1025.64,9,Winter,8.0,coastal,Sunny
3002,34.0,64,2.0,44.0,overcast,1005.61,2,Spring,7.0,coastal,Cloudy
7381,45.0,64,11.5,85.0,partly cloudy,971.21,12,Summer,19.5,mountain,Cloudy
6172,20.0,64,9.0,13.0,partly cloudy,1015.34,6,Summer,8.0,coastal,Sunny
7327,20.0,64,4.0,8.0,partly cloudy,1016.38,11,Autumn,6.5,coastal,Sunny
11478,10.0,64,9.5,56.0,partly cloudy,1016.66,0,Winter,1.5,coastal,Rainy
13091,27.0,64,4.0,19.0,clear,1011.7,8,Spring,9.0,coastal,Sunny
6185,20.0,64,5.0,64.0,partly cloudy,1013.05,1,Winter,2.5,inland,Rainy
2398,-2.0,64,14.0,63.0,partly cloudy,994.6,0,Winter,4.0,mountain,Snowy
11095,22.0,64,5.5,10.0,partly cloudy,1007.13,3,Winter,6.0,mountain,Cloudy
10227,15.0,64,16.0,58.0,overcast,1019.48,3,Winter,2.5,coastal,Rainy
4526,27.0,64,11.0,39.0,overcast,1010.17,3,Spring,8.0,mountain,Cloudy
10216,34.0,64,18.5,67.0,partly cloudy,995.93,3,Winter,3.5,inland,Rainy
12685,34.0,64,8.5,19.0,partly cloudy,1010.68,2,Summer,7.0,inland,Cloudy
7397,37.0,64,12.0,71.0,partly cloudy,1197.04,1,Winter,1.0,mountain,Rainy
11774,24.0,64,11.0,98.0,overcast,992.78,1,Summer,5.0,inland,Rainy
4547,21.0,64,7.5,6.0,clear,1024.45,10,Summer,5.5,inland,Sunny
9067,33.0,64,10.0,26.0,partly cloudy,1007.79,2,Winter,7.0,mountain,Cloudy
11088,29.0,64,8.0,76.0,overcast,992.26,3,Autumn,4.0,inland,Rainy
11085,38.0,64,8.5,4.0,clear,1016.87,6,Autumn,6.5,mountain,Sunny
10287,18.0,64,6.5,75.0,overcast,1008.26,2,Winter,2.5,mountain,Rainy
4661,26.0,64,9.5,45.0,overcast,1019.35,4,Summer,5.5,mountain,Cloudy
7288,4.0,64,0.5,63.0,overcast,985.7,1,Winter,3.5,mountain,Snowy
5516,19.0,64,14.5,48.0,partly cloudy,1004.4,2,Summer,6.5,mountain,Cloudy
91,30.0,64,6.0,67.0,partly cloudy,1009.12,3,Summer,4.0,coastal,Rainy
4690,30.0,64,17.5,90.0,overcast,1015.85,1,Spring,1.5,inland,Rainy
6219,10.0,64,13.0,79.0,partly cloudy,997.25,2,Autumn,3.0,inland,Rainy
10308,10.0,64,12.0,54.0,partly cloudy,991.24,2,Summer,2.0,mountain,Rainy
11491,-6.0,64,9.0,96.0,partly cloudy,990.29,0,Winter,3.0,mountain,Snowy
5470,-8.0,64,20.0,53.0,overcast,984.51,0,Winter,4.0,inland,Snowy
6248,33.0,64,1.5,3.0,partly cloudy,1024.93,9,Spring,5.0,coastal,Sunny
11030,24.0,64,15.0,94.0,overcast,997.74,2,Winter,1.5,coastal,Rainy
10364,22.0,64,2.5,33.0,overcast,1009.55,1,Autumn,9.0,mountain,Cloudy
2303,24.0,64,12.5,87.0,partly cloudy,1002.26,2,Summer,3.0,inland,Rainy
11029,44.0,64,8.5,4.0,clear,1029.87,6,Winter,8.0,coastal,Sunny
6149,-9.0,64,13.5,89.0,overcast,997.55,1,Winter,3.0,inland,Snowy
10169,28.0,64,16.5,61.0,overcast,1006.11,3,Winter,1.5,mountain,Rainy
11834,18.0,64,1.5,24.0,cloudy,1166.92,2,Winter,1.5,mountain,Snowy
1121,-20.0,64,11.5,78.0,partly cloudy,1007.36,14,Summer,16.5,inland,Snowy
6017,11.0,64,9.0,22.0,overcast,1017.0,4,Autumn,8.0,mountain,Cloudy
4369,26.0,64,1.5,19.0,partly cloudy,1012.92,10,Summer,6.0,coastal,Sunny
11220,16.0,64,10.5,38.0,partly cloudy,1016.09,4,Winter,7.5,mountain,Cloudy
2606,41.0,64,3.0,11.0,partly cloudy,1018.58,7,Autumn,8.0,inland,Sunny
1577,23.0,64,7.5,47.0,partly cloudy,1015.4,4,Autumn,6.0,mountain,Cloudy
4334,-10.0,64,16.5,95.0,overcast,988.8,0,Winter,1.5,mountain,Snowy
7730,20.0,64,5.5,35.0,overcast,1019.89,2,Summer,8.5,coastal,Cloudy
2470,4.0,64,19.0,52.0,overcast,986.96,1,Winter,3.0,mountain,Snowy
5989,23.0,64,9.0,9.0,partly cloudy,1022.48,10,Summer,5.5,mountain,Sunny
4290,20.0,64,8.5,4.0,clear,1026.65,5,Winter,6.5,coastal,Sunny
13156,19.0,64,15.0,23.0,overcast,1016.81,3,Winter,6.5,coastal,Cloudy
7752,35.0,64,12.5,18.0,partly cloudy,1174.48,4,Summer,6.5,inland,Snowy
7757,1.0,64,1.0,95.0,overcast,991.15,0,Winter,3.5,mountain,Snowy
1403,18.0,64,15.5,96.0,overcast,997.09,1,Winter,4.5,inland,Rainy
7641,30.0,64,2.5,6.0,partly cloudy,1028.58,11,Autumn,8.5,mountain,Sunny
4373,22.0,64,2.5,3.0,clear,1016.71,5,Summer,8.5,coastal,Sunny
5620,44.0,64,6.0,5.0,clear,1013.09,9,Winter,9.0,coastal,Sunny
13138,21.0,64,6.5,33.0,partly cloudy,1002.84,4,Winter,6.0,inland,Cloudy
39,27.0,64,11.5,37.0,partly cloudy,1017.27,3,Autumn,8.0,coastal,Cloudy
11795,29.0,64,12.5,81.0,partly cloudy,1005.58,0,Spring,3.0,coastal,Rainy
7577,31.0,64,12.5,56.0,overcast,1000.78,0,Winter,2.5,coastal,Rainy
43,42.0,64,2.0,18.0,partly cloudy,1028.55,8,Autumn,8.0,mountain,Sunny
6068,10.0,64,11.0,57.0,partly cloudy,896.76,3,Spring,19.0,mountain,Sunny
1390,18.0,64,12.0,19.0,partly cloudy,1005.91,3,Summer,5.5,mountain,Cloudy
6073,22.0,64,8.5,0.0,clear,1011.35,9,Summer,8.5,mountain,Sunny
11162,21.0,64,7.5,34.0,partly cloudy,1016.44,2,Autumn,7.0,mountain,Cloudy
7519,19.0,64,8.5,44.0,overcast,1017.73,3,Spring,7.0,mountain,Cloudy
2481,-16.0,64,0.0,48.0,partly cloudy,1163.02,1,Winter,14.0,coastal,Rainy
11149,26.0,64,6.0,75.0,partly cloudy,995.02,3,Summer,3.0,mountain,Rainy
60,10.0,64,14.0,18.0,overcast,1011.96,1,Spring,8.5,coastal,Cloudy
2472,12.0,64,1.5,21.0,overcast,1008.37,4,Spring,5.5,coastal,Cloudy
4780,33.0,64,2.5,13.0,partly cloudy,1015.37,2,Summer,7.5,coastal,Cloudy
12785,17.0,64,15.5,55.0,overcast,1019.47,0,Autumn,2.5,inland,Rainy
11520,14.0,64,12.0,45.0,partly cloudy,1000.04,4,Spring,5.5,mountain,Cloudy
5109,14.0,64,3.0,46.0,partly cloudy,1006.65,4,Winter,8.5,mountain,Cloudy
2051,23.0,64,3.0,35.0,partly cloudy,1007.27,1,Winter,5.5,mountain,Cloudy
6694,22.0,64,16.0,89.0,partly cloudy,1006.88,2,Spring,2.5,mountain,Rainy
10664,28.0,64,6.5,2.0,partly cloudy,1023.48,10,Autumn,9.5,mountain,Sunny
5116,36.0,64,8.0,97.0,cloudy,1003.7,5,Spring,16.5,coastal,Snowy
1905,40.0,64,8.0,5.0,partly cloudy,1010.18,6,Autumn,5.0,inland,Sunny
10658,-7.0,64,19.5,82.0,overcast,999.17,0,Winter,3.5,mountain,Snowy
5106,22.0,64,1.0,17.0,partly cloudy,1021.27,10,Summer,8.5,coastal,Sunny
2267,-7.0,64,10.5,69.0,cloudy,908.14,13,Spring,4.0,inland,Rainy
1248,16.0,64,2.0,48.0,overcast,1000.6,1,Spring,6.5,coastal,Cloudy
12900,12.0,64,18.0,52.0,partly cloudy,1014.42,1,Autumn,3.0,inland,Rainy
1901,26.0,64,4.5,23.0,partly cloudy,1002.01,2,Spring,5.5,coastal,Cloudy
10864,31.0,64,7.5,70.0,partly cloudy,1019.87,1,Spring,1.5,coastal,Rainy
10641,16.0,64,12.5,71.0,overcast,1019.27,0,Winter,2.5,mountain,Rainy
251,-4.0,64,1.0,85.0,overcast,993.69,1,Winter,1.5,inland,Snowy
10681,34.0,64,5.5,9.0,clear,1024.88,7,Winter,5.5,inland,Sunny
6674,40.0,64,5.5,19.0,partly cloudy,1027.39,11,Winter,8.5,mountain,Sunny
10832,4.0,64,2.5,70.0,overcast,997.74,1,Winter,3.0,mountain,Snowy
2029,16.0,64,11.5,44.0,partly cloudy,1004.43,1,Spring,6.0,coastal,Cloudy
206,49.0,64,4.0,61.0,cloudy,1130.72,14,Winter,0.0,coastal,Cloudy
6628,39.0,64,7.0,14.0,clear,1010.59,10,Summer,9.0,inland,Sunny
2009,24.0,64,8.0,4.0,partly cloudy,1026.0,7,Summer,7.0,inland,Sunny
10727,48.0,64,2.5,89.0,overcast,955.71,13,Summer,9.0,coastal,Rainy
185,21.0,64,19.0,96.0,partly cloudy,1006.43,0,Winter,4.5,coastal,Rainy
1276,13.0,64,10.0,19.0,partly cloudy,1004.04,3,Spring,6.0,inland,Cloudy
11594,-12.0,64,14.5,39.0,overcast,978.38,9,Summer,5.0,inland,Snowy
5224,23.0,64,3.0,43.0,overcast,1071.18,11,Spring,1.0,inland,Cloudy
5240,27.0,64,5.5,20.0,overcast,1017.53,4,Spring,5.0,coastal,Cloudy
175,17.0,64,19.5,95.0,overcast,1016.54,2,Spring,5.0,coastal,Rainy
10819,17.0,64,5.5,89.0,overcast,1004.85,3,Winter,3.0,mountain,Rainy
6530,19.0,64,13.5,87.0,overcast,1016.73,1,Summer,4.5,inland,Rainy
10803,10.0,64,18.0,65.0,overcast,1015.3,0,Winter,2.5,coastal,Rainy
10875,15.0,64,13.5,44.0,overcast,1016.18,1,Winter,9.0,coastal,Cloudy
5073,26.0,64,2.0,1.0,partly cloudy,1029.82,10,Winter,7.5,inland,Sunny
10626,19.0,64,5.5,49.0,overcast,1017.92,4,Autumn,7.5,mountain,Cloudy
10518,30.0,64,5.5,16.0,overcast,1011.05,1,Summer,5.0,inland,Cloudy
2265,28.0,64,0.5,12.0,partly cloudy,1005.24,1,Spring,8.5,mountain,Cloudy
1746,1.0,64,19.5,52.0,overcast,992.43,1,Winter,3.5,inland,Snowy
12800,34.0,64,1.0,19.0,overcast,1018.24,1,Summer,5.0,coastal,Cloudy
11689,23.0,64,19.0,53.0,overcast,990.13,2,Spring,3.0,coastal,Rainy
6299,32.0,64,1.5,25.0,partly cloudy,1006.06,2,Spring,8.5,inland,Cloudy
2222,25.0,64,12.5,43.0,partly cloudy,1014.07,3,Summer,8.5,mountain,Cloudy
2211,3.0,64,3.5,87.0,overcast,986.96,1,Winter,2.0,inland,Snowy
6314,-2.0,64,14.0,73.0,overcast,985.08,0,Winter,5.0,mountain,Snowy
12812,30.0,64,13.0,26.0,overcast,1017.92,1,Spring,8.0,mountain,Cloudy
6317,30.0,64,15.0,61.0,partly cloudy,995.83,2,Spring,3.5,inland,Rainy
7013,35.0,64,3.5,16.0,clear,1018.53,5,Winter,7.5,inland,Sunny
1789,26.0,64,8.0,4.0,clear,1020.86,9,Summer,9.5,inland,Sunny
4893,33.0,64,2.5,15.0,clear,1021.71,9,Spring,7.0,coastal,Sunny
6979,19.0,64,0.5,35.0,partly cloudy,1002.15,3,Summer,5.0,mountain,Cloudy
12827,-4.0,64,8.5,35.0,partly cloudy,1135.85,1,Winter,15.5,inland,Snowy
6437,4.0,64,15.5,55.0,overcast,990.36,1,Winter,2.5,mountain,Snowy
126,0.0,64,4.5,52.0,overcast,984.59,1,Winter,1.0,inland,Snowy
4936,13.0,64,13.0,30.0,partly cloudy,1008.6,2,Summer,7.0,mountain,Cloudy
6363,11.0,64,5.0,53.0,overcast,1005.38,0,Winter,3.5,inland,Rainy
2155,24.0,64,14.5,78.0,partly cloudy,1004.06,3,Summer,3.5,inland,Rainy
4954,16.0,64,8.5,66.0,partly cloudy,1004.06,2,Winter,1.5,coastal,Rainy
140,0.0,64,10.5,78.0,overcast,994.62,0,Winter,3.0,mountain,Snowy
4970,40.0,64,6.0,15.0,partly cloudy,1026.58,7,Winter,5.0,inland,Sunny
6893,20.0,64,9.0,41.0,cloudy,837.98,0,Summer,2.5,mountain,Snowy
6890,19.0,64,6.0,46.0,overcast,1001.14,3,Winter,6.0,mountain,Cloudy
10903,-8.0,64,10.0,91.0,overcast,993.1,1,Winter,4.5,mountain,Snowy
6873,-1.0,64,11.0,95.0,overcast,987.04,1,Winter,2.0,inland,Snowy
2123,-3.0,64,17.5,98.0,overcast,992.83,0,Winter,1.5,mountain,Snowy
6430,-3.0,64,2.0,53.0,overcast,983.9,1,Winter,1.5,inland,Snowy
6794,36.0,64,7.5,6.0,clear,1010.63,6,Spring,8.0,inland,Sunny
2645,21.0,64,9.5,98.0,overcast,1007.7,2,Spring,1.5,coastal,Rainy
5265,30.0,64,12.5,15.0,partly cloudy,1006.63,1,Autumn,7.5,inland,Cloudy
5832,23.0,64,15.5,98.0,partly cloudy,1003.88,0,Spring,2.5,coastal,Rainy
649,37.0,64,4.0,54.0,cloudy,941.95,6,Autumn,8.5,mountain,Sunny
4110,15.0,64,8.0,10.0,overcast,1016.72,4,Autumn,6.5,mountain,Cloudy
9896,19.0,64,6.5,26.0,partly cloudy,1014.52,4,Spring,7.5,coastal,Cloudy
5897,24.0,64,13.5,36.0,overcast,1013.25,2,Spring,5.5,mountain,Cloudy
